t,z1,z2,rel,vrel,Fpto,Ppto,Tmoor
0,-0.719999999999999,-21.29,20.57,0,1.15707158431597e-26,0,0
0.1,-0.720000000268882,-21.2899999999746,20.5699999997057,-1.29625022939396e-08,0.012444002202182,-1.61305407091574e-10,0
0.2,-0.72000000635488,-21.2899999994205,20.5699999930656,-1.56109688104621e-07,0.149865300580435,-2.3395425331317e-08,0
0.3,-0.720000041552261,-21.2899999962853,20.5699999547331,-7.04045647845334e-07,0.675883821931521,-4.75853063279958e-07,0
0.4,-0.720000161410361,-21.2899999857484,20.569999824338,-2.07832225881762e-06,1.99518936846491,-4.14664647503689e-06,0
0.5,-0.720000465520855,-21.2899999592414,20.5699994937205,-4.80345265681408e-06,4.61131455054151,-2.2150231129204e-05,0
0.6,-0.720001104509205,-21.2899999039129,20.5699987994037,-9.45124516710979e-06,9.07319536042534,-8.57529938004629e-05,0
0.7,-0.720002282115043,-21.2899998025579,20.5699975204428,-1.65915361431544e-05,15.9278746974282,-0.000264267908726015,0
0.8,-0.720004253290028,-21.289999633902,20.569995380612,-2.67548063265177e-05,25.6846140734569,-0.00068718687510669,0
0.9,-0.720007319272181,-21.2899993730956,20.5699920538235,-4.04038496069701e-05,38.7876956226912,-0.00156717222054015,0
1,-0.720011820192656,-21.2899989923096,20.5699871721169,-5.790977010755e-05,55.5933793032478,-0.00321939981495291,0
1.1,-0.720018125433938,-21.289998461383,20.569980335949,-7.95296312657899e-05,76.3484460151582,-0.0060719637593016,0
1.2,-0.720026621874865,-21.2899977485181,20.5699711266432,-0.000105385775399755,101.170344383765,-0.0106619151903433,0
1.3,-0.72003770026415,-21.2899968210317,20.5699591207675,-0.000135448286189823,130.030354742229,-0.0176123887024897,0
1.4,-0.72005174011764,-21.2899956461646,20.5699439060469,-0.000169522069584038,162.741186800676,-0.027588222793013,0
1.5,-0.720069093632308,-21.2899941919377,20.5699250983054,-0.000207239270025881,198.949699224845,-0.0412301904392255,0
1.6,-0.720090069128464,-21.2899924280271,20.5699023588986,-0.000248056960863888,238.134682429332,-0.0590709655997073,0
1.7,-0.720114914496023,-21.2899903266297,20.5698754121337,-0.000291259623543544,279.609238601802,-0.0814388815744578,0
1.8,-0.720143801069025,-21.2899878632926,20.5698440622236,-0.000335965864620897,322.52723003606,-0.108358139702848,0
1.9,-0.7201768083094,-21.2899850176867,20.5698082093773,-0.000381138944204352,365.893386436177,-0.139456218997639,0
2,-0.720213909652326,-21.2899817743108,20.5697678646584,-0.000425600841964483,408.576808285903,-0.173890633613641,0
2.1,-0.720254959847434,-21.2899781231154,20.5697231632679,-0.000468049688909412,449.327701353035,-0.210307690836669,0
2.2,-0.720299684117307,-21.2899740600392,20.5696743759219,-0.000507080439731472,486.797222142212,-0.246845349463932,0
2.3,-0.720347669443136,-21.2899695874477,20.5696219180045,-0.000541208676327413,519.560329274315,-0.281190558078787,0
2.4,-0.720398358276647,-21.2899647144659,20.5695663561893,-0.000568897437357662,546.141539863354,-0.310698522462829,0
2.5,-0.720451044967735,-21.2899594571979,20.5695084122302,-0.000588586963517309,565.043484976615,-0.332577229077624,0
2.6,-0.720504875186524,-21.2899538388258,20.5694489636393,-0.000598727223736829,574.778134787355,-0.344135316905866,0
2.7,-0.720558848605567,-21.2899478895851,20.5693890409795,-0.000597813032657156,573.900511350869,-0.343085205134155,0
2.8,-0.720611825086973,-21.2899416466153,20.5693298215283,-0.00058442147919455,561.044620026767,-0.327886526730188,0
2.9,-0.720662534589088,-21.2899351536877,20.5692726190986,-0.000557251262618979,534.961212114218,-0.298107810902828,0
3,-0.72070959096239,-21.289928460816,20.5692188698536,-0.000515163385383527,494.556849968185,-0.254777581094223,0
3.1,-0.720751509744833,-21.2899216237579,20.569170114013,-0.000457222493624343,438.933593879368,-0.200690312329019,0
3.2,-0.720786729991126,-21.2899147034196,20.5691279734284,-0.000382738000535294,367.428480513882,-0.140628841971605,0
3.3,-0.720813640079822,-21.2899077651777,20.5690941250979,-0.000291303987927547,279.651828410444,-0.0814636928471925,0
3.4,-0.720830607338545,-21.2899008781366,20.569070270798,-0.000182836768811029,175.523298058587,-0.0320921126680871,0
3.5,-0.720836011214061,-21.28989411434,20.5690581031259,-5.76089179521217e-05,55.3045612340376,-0.00318603593050976,0
3.6,-0.720828279594492,-21.2898875479605,20.569059268366,8.37214557775035e-05,-80.3725975464029,-0.00672891087120426,0
3.7,-0.720805927769192,-21.2898812544875,20.5690753267183,0.000240087409120629,-230.483912755804,-0.0553362854575262,0
3.8,-0.720767599393472,-21.2898753099381,20.5691077105446,0.000409996992794003,-393.597113082242,-0.16137363273612,0
3.9,-0.720712108713055,-21.2898697901122,20.5691576813991,0.000591525266228825,-567.864255579671,-0.335906054963598,0
4,-0.720638483202549,-21.2898647699133,20.5692262867107,0.000782315421376948,-751.022804521869,-0.587536721783223,0
4.1,-0.720546005685144,-21.289860322751,20.5693143170658,0.000979589773272253,-940.406182341362,-0.9212122789436,0
4.2,-0.720434254931238,-21.2898565200423,20.5694222651111,0.00118017118619379,-1132.96433874604,-1.33709186757318,0
4.3,-0.720303143682724,-21.2898534308206,20.5695502871379,0.00138051529658502,-1325.29468472161,-1.829589584741,0
4.4,-0.720152953020357,-21.2898511214582,20.5696981684378,0.00157675367058029,-1513.68352375707,-2.38670605218086,0
4.5,-0.719984361984412,-21.2898496555044,20.56986529352,0.00176474779635895,-1694.15788450459,-2.98976139336362,0
4.6,-0.719798471375999,-21.2898490936338,20.5700506222578,0.00194015355914623,-1862.54741678037,-3.61362799974505,0
4.7,-0.719596820709434,-21.2898494936933,20.5702526729839,0.00209849557801536,-2014.55575489474,-4.227536343312,0
4.8,-0.719381397356742,-21.2898509108336,20.5704695134768,0.00223525049733537,-2145.84047744195,-4.7964909944045,0
4.9,-0.719154637025571,-21.2898533977014,20.5706987606758,0.00234593802170558,-2252.10050083735,-5.28328819361653,0
5,-0.718919414843683,-21.289857004666,20.5709375898224,0.00242621816422822,-2329.16943765908,-5.65107319721369,0
5.1,-0.718679026487656,-21.289861780047,20.5711827535593,0.002471992850629,-2373.11313660384,-5.86631870741846,0
5.2,-0.718437158991239,-21.2898677703056,20.5714306113144,0.00247950969731359,-2380.32930942104,-5.90204960550924,0
5.3,-0.718197851099351,-21.2898750201605,20.5716771690611,0.0024454654761288,-2347.64685708364,-5.74108933914032,0
5.4,-0.717965443293497,-21.2898835725831,20.5719181292896,0.00236710651289283,-2272.42225237711,-5.37906551364446,0
5.5,-0.717744517899582,-21.2898934686295,20.5721489507299,0.00224232306427541,-2152.63014170438,-4.82689221559818,0
5.6,-0.717539829991395,-21.2899047470649,20.5723649170735,0.00206973460312601,-1986.94521900097,-4.1124492742821,0
5.7,-0.717356230113186,-21.289917443739,20.5725612136258,0.00184876293934229,-1774.81242176859,-3.2812074296501,0
5.8,-0.717198580150836,-21.2899315906772,20.5727330105264,0.00157969023126916,-1516.50262201839,-2.39560437769653,0
5.9,-0.71707166396887,-21.2899472148563,20.5728755508874,0.00126369921413539,-1213.15124556997,-1.53305827565415,0
6,-0.716980094686143,-21.2899643366447,20.5729842419586,0.00090289339070714,-866.777655078851,-0.782607815983328,0
6.1,-0.716928220671576,-21.2899829678979,20.5730547472264,0.000500295487980555,-480.283668461336,-0.240283752281956,0
6.2,-0.716920032489579,-21.2900031097117,20.5730830772222,5.98231636060252e-05,-57.4302370617817,-0.00343565846767978,0
6.3,-0.716959073101798,-21.290024749851,20.5730656767492,-0.00041375828297033,397.207951651515,-0.164348080057493,0
6.4,-0.71704835363029,-21.2900478598878,20.5729995062575,-0.00091490561620103,878.309391552984,-0.803570195093935,0
6.5,-0.717190276902951,-21.2900723920966,20.5728821151936,-0.00143738837881151,1379.89284365904,-1.98344193748067,0
6.6,-0.717386570837096,-21.2900982761716,20.5727117053345,-0.00197439841964977,1895.42248286377,-3.74231915473486,0
6.7,-0.717638233476624,-21.2901254158443,20.5724871823676,-0.00251867534299627,2417.92832927642,-6.08997646408068,0
6.8,-0.717945491193444,-21.2901536854921,20.5722081942986,-0.00306264442264529,2940.13864573948,-9.00459922517789,0
6.9,-0.718307771208007,-21.2901829268401,20.5718751556321,-0.00359856312362986,3454.62059868466,-12.4316702925587,0
7,-0.71872368919475,-21.2902129458635,20.5714892566688,-0.00411867215740602,3953.92527110977,-16.2849219265838,0
7.1,-0.719191052333212,-21.2902435100031,20.5710524576699,-0.00461534696679132,4430.73308811965,-20.449370518915,0
7.2,-0.71970687776318,-21.2902743458072,20.570567468044,-0.00508124568373075,4877.9958563815,-24.786295390495,0
7.3,-0.720267426018246,-21.2903051371078,20.5700377110895,-0.00550944990059692,5289.07190457303,-29.1398766788998,0
7.4,-0.720868248660448,-21.290335523835,20.5694672751745,-0.00589359500734643,5657.85120705256,-33.3450836261939,0
7.5,-0.721504249028495,-21.2903651015612,20.5688608525328,-0.0062279873282647,5978.8678351341,-37.2363131145845,0
7.6,-0.722169754748613,-21.2903934218562,20.5682236671076,-0.00650770579669144,6247.39756482376,-40.6562253468396,0
7.7,-0.722858600441135,-21.2904199935172,20.5675613930761,-0.00672868639050246,6459.53893488234,-43.4642117200636,0
7.8,-0.723564218883922,-21.2904442847263,20.5668800658424,-0.00688778797975953,6612.27646056914,-45.543958323955,0
7.9,-0.724279738760114,-21.2904657261643,20.5661859874041,-0.00698283858765437,6703.52504414818,-46.8096333515854,0
8,-0.724998087013358,-21.2904837150977,20.5654856280843,-0.00701266132857886,6732.15487543569,-47.2103221529715,0
8.1,-0.725712093751891,-21.2904976204361,20.5647855266842,-0.00697707947099251,6697.99629215279,-46.7324524267632,0
8.2,-0.726414597575854,-21.290506788737,20.5640921911612,-0.00687690020110407,6601.8241930599,-45.4000861209073,0
8.3,-0.727098549146795,-21.2905105511214,20.5634120019746,-0.00671387677213667,6445.32170125119,-43.2730956589788,0
8.4,-0.727757110774537,-21.2905082310436,20.5627511202691,-0.00649064885693669,6231.02290265921,-40.4433816806913,0
8.5,-0.728383749768572,-21.2904991528415,20.5621154030729,-0.00621066112499885,5962.23467999888,-37.029419145189,0
