t,z1,z2,rel,vrel,Fpto,Ppto,Tmoor
0,-0.719999999999999,-21.29,20.57,0,1.15707158431597e-26,0,0
0.1,-0.720000000067095,-21.2899999999937,20.5699999999266,-3.23491304533993e-09,0.00388189565440791,-1.25575948930925e-11,0
0.2,-0.720000001584008,-21.2899999998559,20.5699999982719,-3.88781508452303e-08,0.046653781014276,-1.81381273577336e-09,0
0.3,-0.720000010340211,-21.2899999990795,20.5699999887393,-1.74934011610803e-07,0.209920813932965,-3.67222901018986e-08,0
0.4,-0.720000040092891,-21.2899999964823,20.5699999563894,-5.15077824567556e-07,0.618093389481067,-3.18366198433495e-07,0
0.5,-0.720000115402691,-21.2899999899836,20.5699998745809,-1.18716705673302e-06,1.42460046807963,-1.69123874471058e-06,0
0.6,-0.72000027323978,-21.2899999764993,20.5699997032596,-2.32907606676564e-06,2.79489128011876,-6.50951438973658e-06,0
0.7,-0.72000056335629,-21.2899999519572,20.5699993886009,-4.07644146660642e-06,4.89172975992769,-1.99408500368019e-05,0
0.8,-0.720001047681937,-21.2899999113989,20.569998863717,-6.55363898279132e-06,7.86436677934956,-5.15402207001143e-05,0
0.9,-0.720001798999775,-21.2899998491301,20.5699980501303,-9.86717953799287e-06,11.8406154455914,-0.000116833478441982,0
1,-0.720002899049632,-21.2899997588886,20.5699968598389,-1.41002509944011e-05,16.9203011932813,-0.00023858049372613,0
1.1,-0.720004436116792,-21.2899996340175,20.5699951979007,-1.93076870652429e-05,23.1692244782914,-0.000447344135771215,0
1.2,-0.720006502140308,-21.2899994676427,20.5699929655024,-2.55113555827764e-05,30.6136266993317,-0.000780995116405029,0
1.3,-0.720009189401953,-21.2899992528563,20.5699900634543,-3.26963351420148e-05,39.2356021704176,-0.00128286039806274,0
1.4,-0.720012586894487,-21.2899989829078,20.5699863960134,-4.08082432427874e-05,48.9698918913448,-0.001998375259875,0
1.5,-0.720016776491466,-21.2899986513992,20.5699818749078,-4.97518761339187e-05,59.7022513607024,-0.00297029901461375,0
