t,z1,z2,rel,vrel,Fpto,Ppto,x1,x2,Tmoor
0.0,-0.719999999999999,-21.5,20.78,0.0,-7.37497126803516e-13,-0.0,2.5642598989143902e-23,-6.87387089031566e-21,-1.282129949457195e-18
0.1,-0.719999810155773,-21.4999817444541,20.7799819342983,-0.0003831466097975,459.775931757,-0.176161589519182,-4.53556147071833e-10,-1.9546693100570897e-11,2.267780735359165e-05
0.2,-0.719998020605711,-21.4999182657305,20.7799202451248,-0.0008719448445915,1046.33381350984,-0.912345374411712,-8.6155540740271e-09,-5.05852638284097e-10,0.000430777703701355
0.3,-0.719991822629879,-21.499797617741,20.7798057951111,-0.0014256349877711,1710.7619853254,-2.43892214202877,-4.90080149501746e-08,-3.4749191505666104e-09,0.00245040074750873
0.4,-0.719977653010471,-21.4996131005711,20.7796354475607,-0.00197641301457,2371.695617484,-4.68745008499404,-1.69581570162101e-07,-1.43738775901427e-08,0.00847907850810505
0.5,-0.719951934633094,-21.4993642371964,20.7794123025633,-0.0024741580767371,2968.98969208457,-7.3457498264204,-4.41579930461035e-07,-4.44596145843265e-08,0.022078996523051748
0.6,-0.719911696337871,-21.4990544826504,20.7791427863125,-0.0029035178264965,3484.2213917959,-10.1164989225402,-9.53417615667575e-07,-1.13160494254776e-07,0.04767088078337875
0.7,-0.719854861502768,-21.4986881682525,20.7788333067497,-0.0032775263520449,3933.03162245394,-12.8906147860189,-1.80026412967383e-06,-2.4974592168315e-07,0.0900132064836915
0.8,-0.719780206535173,-21.498268411197,20.7784882046618,-0.0036209459598924,4345.13515187093,-15.7334995733537,-3.07137302572972e-06,-4.93680185002152e-07,0.153568651286486
0.9,-0.719687131017697,-21.4977965081088,20.7781093770911,-0.0039554889130252,4746.58669563029,-18.7750710492788,-4.83662571442046e-06,-8.93212200214097e-07,0.241831285721023
1.0,-0.719575408874803,-21.4972724260633,20.7776970171885,-0.004292862586959,5151.43510435083,-22.1144030286151,-7.13300197858093e-06,-1.50198547592539e-06,0.35665009892904653
1.1,-0.719445030385611,-21.496695679473,20.7772506490873,-0.0046353527740456,5562.42332885471,-25.7837944078227,-9.95122368820221e-06,-2.37369077851454e-06,0.4975611844101105
1.2,-0.719296157644042,-21.496066024269,20.7767698666249,-0.0049803153636793,5976.37843641523,-29.7642493460409,-1.32227746894107e-05,-3.55499920286663e-06,0.6611387344705351
1.3,-0.719129152860617,-21.4953837377657,20.7762545849051,-0.0053247623354566,6389.71480254798,-34.0237127149174,-1.68077503148707e-05,-5.07719574923797e-06,0.840387515743535
1.4,-0.71894462045481,-21.4946495439199,20.7757049234651,-0.0056678870327007,6801.46443924093,-38.5499320985492,-2.04843157370657e-05,-6.9470812507876e-06,1.024215786853285
1.5,-0.718743421230133,-21.4938643776402,20.77512095641,-0.0060112879194894,7213.5455033873,-43.3626989411994,-2.39407775391293e-05,-9.13782154922629e-06,1.197038876956465
1.6,-0.71852664729974,-21.4930291679815,20.7745025206817,-0.0063578206700917,7629.38480411006,-48.5062604076547,-2.6771320445383e-05,-1.15804918683114e-05,1.33856602226915
1.7,-0.718295569976963,-21.4921447308258,20.7738491608488,-0.0067102272122509,8052.27265470117,-54.0325790880403,-2.8476341576454e-05,-1.4157084211189e-05,1.4238170788227
1.8,-0.718051581146089,-21.4912117712247,20.7731601900786,-0.0070702822969955,8484.33875639461,-59.9866701110499,-2.84680817226931e-05,-1.66957105626225e-05,1.4234040861346549
1.9,-0.717796144093104,-21.490230945528,20.7724348014349,-0.0074386319760959,8926.35837131511,-66.3998948109563,-2.60819618918468e-05,-1.89686431865999e-05,1.30409809459234
2.0,-0.717530759935247,-21.4892029284039,20.7716721684686,-0.0078151052048449,9378.12624581396,-73.2910432353541,-2.05937175125435e-05,-2.06936891575951e-05,1.029685875627175
2.1,-0.717256947486366,-21.4881284520113,20.770871504525,-0.0081991623995865,9838.99487950382,-80.6715168657521,-1.12420939187083e-05,-2.15392079758892e-05,0.562104695935415
2.2,-0.716976230791662,-21.487008311711,20.7700320809194,-0.0085902330456518,10308.2796547822,-88.5505245343314,2.74347322855547e-06,-2.11328605077837e-05,-0.1371736614277735
2.3,-0.716690129220119,-21.4858433502655,20.7691532210454,-0.0089878555322049,10785.4266386459,-96.9378564813434,2.21111148238575e-05,-1.90739381694518e-05,-1.105555741192875
2.4,-0.716400147657019,-21.4846344367903,20.7682342891333,-0.0093916599736461,11269.9919683753,-105.843932472704,4.7551979550386e-05,-1.49488776284868e-05,-2.3775989775193
2.5,-0.716107766796412,-21.4833824517461,20.7672746849497,-0.0098012858147074,11761.5429776489,-115.278244345902,7.96644310983286e-05,-8.34933303750745e-06,-3.98322155491643
2.6,-0.715814434677512,-21.4820882814116,20.766273846734,-0.0102163118585851,12259.5742303021,-125.24763359024,0.0001189187618809,1.10803019987833e-06,-5.945938094045
2.7,-0.715521560454832,-21.4807528194022,20.7652312589473,-0.0106362330026859,12763.4796032231,-135.75534298491,0.0001656243033825,1.3761024120083e-05,-8.281215169125
2.8,-0.715230510575982,-21.4793769706693,20.7641464600934,-0.0110604784974506,13272.5741969407,-146.80102151108,0.0002199007898789,2.9881827207292e-05,-10.995039493945
2.9,-0.714942606744223,-21.4779616543291,20.7630190475848,-0.0114884473520468,13786.1368224561,-158.381307072901,0.0002816556671762,4.96584390042831e-05,-14.08278335881
3.0,-0.714659124647909,-21.4765078038376,20.7618486791897,-0.0119195373528223,14303.4448233868,-170.490444846392,0.0003505687397119,7.31788375241709e-05,-17.528436985595
3.1,-0.714381292485466,-21.4750163649149,20.7606350724295,-0.0123531557609542,14823.786913145,-183.120548705275,0.0004260851424747,0.0001004188688696,-21.304257123735
3.2,-0.714110288628611,-21.4734882924768,20.7593780038482,-0.0127887120880731,15346.4545056877,-196.261388245952,0.000507417145985,0.0001312347130974,-25.37085729925
3.3,-0.713847238136953,-21.4719245477475,20.7580773096105,-0.0132256005237702,15870.7206285242,-209.899811057219,0.0005935547975168,0.0001653605167283,-29.67773987584
3.4,-0.713593208122838,-21.470326096141,20.7567328880181,-0.0136631806650645,16395.8167980773,-224.019007063429,0.0006832849152411,0.0002024114768935,-34.164245762054996
3.5,-0.713349202127784,-21.4686939059135,20.7553447037858,-0.0141007623846828,16920.9148616193,-238.597799795141,0.0007752175239286,0.0002418923276041,-38.76087619643
3.6,-0.713116153740117,-21.4670289472629,20.7539127935228,-0.0145375969197958,17445.1163037549,-253.610069042945,0.00086781848027,0.0002832108418083,-43.3909240135
3.7,-0.712894919709075,-21.4653321915182,20.7524372718091,-0.0149728735909837,17967.4483091804,-269.024332285891,0.0009594467974363,0.0003256956518149,-47.972339871815
3.8,-0.712686272830453,-21.4636046102076,20.7509183373772,-0.0154057205806148,18486.8646967377,-284.803471929574,0.0010483950418774,0.0003686174312643,-52.419752093869995
3.9,-0.712490894903862,-21.4618471739716,20.7493562790677,-0.0158352084700185,19002.2501640221,-300.904592746733,0.0011329311275048,0.0004112122947986,-56.646556375239996
4.0,-0.712309370082377,-21.4600608514011,20.7477514813187,-0.0162603559438724,19512.4271326468,-317.27901050571,0.0012113398524876,0.0004527061696935,-60.56699262437999
4.1,-0.712142178936478,-21.458246607917,20.7461044289805,-0.0166801375751029,20016.1650901234,-333.87238742923,0.0012819625898944,0.0004923388803752,-64.09812949472
4.2,-0.711989693522941,-21.4564054047724,20.7444157112495,-0.0170934936510196,20512.1923812234,-350.625030236935,0.0013432336388555,0.000529386756052,-67.161681942775
4.3,-0.711852173683248,-21.4545381982146,20.7426860245314,-0.0174993416731138,20999.2100077365,-367.47235079085,0.0013937118622709,0.0005631827098694,-69.685593113545
4.4,-0.711729764699207,-21.4526459388028,20.7409161741036,-0.0178965886943159,21475.906433179,-384.345464272217,0.0014321063882399,0.000593132926331,-71.605319411995
4.5,-0.711622496315051,-21.4507295708672,20.7391070745521,-0.0182841432686465,21940.9719223758,-401.17187408207,0.0014572953554398,0.0006187295120578,-72.86476777199
4.6,-0.711530283005558,-21.4487900320975,20.7372597490919,-0.0186609255984111,22393.1107180933,-417.876173027321,0.0014683369648399,0.0006395586954174,-73.416848241995
4.7,-0.711452925238916,-21.4468282532595,20.7353753280206,-0.0190258744904181,22831.0493885016,-434.380680150168,0.0014644724874526,0.0006553043905278,-73.22362437263
4.8,-0.711390111360764,-21.444845158048,20.7334550466873,-0.0193779499345461,23253.5399214553,-450.605932398929,0.0014451213854014,0.0006657471648456,-72.25606927007
4.9,-0.711341419622283,-21.4428416630825,20.7315002434602,-0.0197161304455904,23659.3565347085,-466.470959697044,0.0014098693262144,0.0006707588678538,-70.49346631072
5.0,-0.71130631980224,-21.4408186780448,20.7295123582426,-0.0200394047305434,24047.2856766521,-481.893290345431,0.0013584505757573,0.0006702933967053,-67.922528787865
5.1,-0.711284173841271,-21.4387771059458,20.7274929321046,-0.0203467577452204,24416.1092942644,-496.788660891223,0.0012907269825038,0.000664374299413,-64.53634912519
5.2,-0.711274234928414,-21.4367178434952,20.7254436085668,-0.0206371517779843,24764.5821335811,-511.07044020907,0.0012066664286169,0.0006530801502329,-60.333321430845
5.3,-0.711275644563184,-21.4346417815366,20.7233661369734,-0.0209095038237294,25091.4045884752,-524.648820185462,0.0011063241199399,0.0006365288704232,-55.316205996994995
5.4,-0.711287427265464,-21.432549805502,20.7212623782365,-0.0211626611462277,25395.1933754732,-537.429872148066,0.000989830315112,0.0006148623950704,-49.4915157556
5.5,-0.711308482818261,-21.4304427958323,20.7191343130141,-0.0213953775087005,25674.4530104405,-549.314614487766,0.0008573879679861,0.0005882332760749,-42.869398399305
5.6,-0.711337576195763,-21.4283216283068,20.716984052111,-0.0216062930067371,25927.5516080845,-560.198276991573,0.0007092832257164,0.0005567949260386,-35.46416128582
5.7,-0.711373325635421,-21.4261871742211,20.7148138485856,-0.0217939206917643,26152.7048301171,-569.969974942694,0.000545910783546,0.0005206972062514,-27.2955391773
5.8,-0.711414189634571,-21.4240403003572,20.7126261107226,-0.0219566431689956,26347.9718027946,-578.513015100719,0.000367814798214,0.000480088905115,-18.3907399107
5.9,-0.711458453963399,-21.4218818686917,20.7104234147283,-0.0220927220579977,26511.2664695972,-585.706041518326,0.0001757445115124,0.0004351283127772,-8.78722557562
6.0,-0.711504220057037,-21.4197127357988,20.7082085157418,-0.0222003226144986,26640.3871373982,-591.425189025379,-2.92779146293815e-05,0.0003860025640052,1.463895731469075
6.1,-0.711549396352819,-21.4175337519175,20.7059843555647,-0.022277554959605,26733.0659515259,-595.547345973862,-0.0002458814214296,0.0003329557102093,12.294071071480001
6.2,-0.711591694250011,-21.4153457596717,20.7037540654216,-0.0223225323083939,26787.0387700726,-597.954538391143,-0.0004722673150751,0.0002763246371895,23.613365753755
6.3,-0.711628630371514,-21.4131495924501,20.7015209620786,-0.0223334454192615,26800.1345031137,-598.539341154156,-0.0007061340366422,0.0002165810387675,35.30670183211
6.4,-0.71165753669257,-21.4109460724768,20.6992885357842,-0.0223086512984292,26770.381558115,-597.211107305888,-0.0009446120643674,0.0001543767800911,47.23060321837
6.5,-0.711675579871805,-21.4087360086241,20.6970604287523,-0.022246773093434,26696.1277121208,-593.902695684887,-0.001184215342281,9.05892407076342e-05,59.21076711405
6.6,-0.711679790786796,-21.4065201940426,20.6948404032558,-0.0221468071886065,26576.1686263277,-588.577282379171,-0.0014208148357722,2.63627163480408e-05,71.04074178861
6.7,-0.711667104860418,-21.4042994036984,20.692632298838,-0.0220082328471073,26409.8794165287,-581.234775662992,-0.0016496385489148,-3.68582377707194e-05,82.48192744574
6.8,-0.711634413291243,-21.4020743919238,20.6904399786326,-0.0218311193717903,26197.3432461482,-571.917327630426,-0.0018653007467823,-9.73074685670604e-05,93.265037339115
6.9,-0.711578624801241,-21.3998458900963,20.6882672652951,-0.0216162256919738,25939.4708303685,-560.713455799615,-0.0020618613880767,-0.0001528912890749,103.093069403835
7.0,-0.711496737015779,-21.3976146045609,20.6861178675452,-0.0213650875044688,25638.1050053625,-547.760356888328,-0.0022329150741965,-0.000201200448548,111.64575370982499
7.1,-0.711385916121444,-21.3953812149136,20.6839952987922,-0.0210800875585218,25296.1050702261,-533.244109769935,-0.0023717073228659,-0.0002395413507387,118.585366143295
7.2,-0.711243583027301,-21.393146372749,20.6819027897217,-0.0207645053129707,24917.4063755648,-517.397617070867,-0.0024712747939543,-0.0002649865438468,123.56373969771501
7.3,-0.71106750390036,-21.3909107009668,20.6798431970665,-0.0204225429421026,24507.0515305231,-500.496312266431,-0.0025246052872695,-0.0002744431620988,126.230264363475
7.4,-0.71085588266466,-21.3886747937125,20.6778189110478,-0.0200593254627363,24071.1905552835,-482.851845623975,-0.0025248128871211,-0.0002647367655039,126.240644356055
7.5,-0.710607452848773,-21.386439217004,20.6758317641553,-0.0196808735518632,23617.0482622358,-464.804140517312,-0.0024653234797415,-0.000232707021151,123.266173987075
7.6,-0.710321566038697,-21.3842045100796,20.6738829440409,-0.0192940483945379,23152.8580734454,-446.712364140923,-0.00234006591238,-0.0001753109854008,117.00329561899999
