t,z1,z2,rel,vrel,Fpto,Ppto,x1,x2,Tmoor
0,-0.719999999999999,-21.5,20.78,0,-7.37497126803516e-13,-0,2.56425989891439e-23,-6.87387089031566e-21,0
0.1,-0.719999882592269,-21.499981732247,20.7799818496547,-0.000385819985962322,277.79038989287,-0.107177084328935,3.39366944399441e-12,-6.0336459621593e-12,-3.72032219302568e-07
0.2,-0.719998744854649,-21.499918136672,20.7799193918173,-0.000886544513731297,638.312049886535,-0.565892045875486,-4.11653803876347e-10,-2.18494354926241e-10,4.18347303059818e-05
0.3,-0.719994708841021,-21.4997970756943,20.7798023668533,-0.0014648400238744,1054.68481718957,-1.54494453279194,-5.09570217887855e-09,-1.74558962796072e-09,0.000521181219221536
0.4,-0.719985262514601,-21.499611596635,20.7796263341204,-0.00205296724110306,1478.1364135942,-3.03456563499045,-2.80367352076338e-08,-8.1501928795948e-09,0.002872614805694
0.5,-0.719967707564201,-21.4993609606342,20.77939325307,-0.00259764571040594,1870.30491149227,-4.85838953048905,-1.0291813473353e-07,-2.81378594119754e-08,0.0105511433309563
0.6,-0.719939574490741,-21.4990484014964,20.7791088270057,-0.0030786570359933,2216.63306591517,-6.82425298459515,-2.94399431193009e-07,-7.96213083851256e-08,0.0301850744633519
0.7,-0.719898860262244,-21.4986780959637,20.7787792357014,-0.00350431695047079,2523.10820433897,-8.84177084833696,-7.1004070928707e-07,-1.95231811451343e-07,0.0727909461948288
0.8,-0.719844071316178,-21.4982530698993,20.7784089985831,-0.00389614058226429,2805.22121923028,-10.929536234472,-1.51215911284756e-06,-4.29163654922811e-07,0.154976929643125
0.9,-0.719774145993426,-21.4977745674417,20.7780004214483,-0.00427449224331329,3077.63441518556,-13.1553244354647,-2.92928714372028e-06,-8.65070872323615e-07,0.300101508903543
1,-0.719688354684585,-21.4972425117539,20.7775541570693,-0.00465130910190265,3348.9425533699,-15.5769669802385,-5.26709667859841e-06,-1.62461044327126e-06,0.539374772803138
1.1,-0.719586245293442,-21.4966563588426,20.7770701135492,-0.00503003511164455,3621.62528038406,-18.2169023215514,-8.91863504551069e-06,-2.87615158188751e-06,0.91288808530456
1.2,-0.719467650983766,-21.4960157816517,20.7765481306679,-0.00540954254007341,3894.87062885285,-21.069468354862,-1.43735756115911e-05,-4.84314335523929e-06,1.47054309798658
1.3,-0.719332738387514,-21.4953209510837,20.7759882126962,-0.00578843606044642,4167.67396352141,-24.124314258631,-2.22260256583738e-05,-7.81164404291427e-06,2.27283450710232
1.4,-0.719182061373498,-21.494572467755,20.7753904063815,-0.00616757246255299,4440.65217303814,-27.3880440582061,-3.31803353675008e-05,-1.21365560646444e-05,3.39143059004408
1.5,-0.719016594028353,-21.4937711321995,20.7747545381711,-0.00655041358090567,4716.29777825207,-30.8937010182576,-4.80543375052471e-05,-1.82461720402273e-05,4.90949388124043
1.6,-0.718837733795215,-21.4929177300974,20.7740799963022,-0.00694198925918284,4998.23226661163,-34.6976747097191,-6.7779501748637e-05,-2.66447140603772e-05,6.92168970621407
1.7,-0.718647279955693,-21.4920129230561,20.7733656431004,-0.00734753206210148,5290.22308471306,-38.8700837305986,-9.33975786627779e-05,-3.79126335696402e-05,9.53383940358755
1.8,-0.718447398429323,-21.4910572470736,20.7726098486443,-0.0077715188992331,5595.49360744782,-43.4854843208187,-0.000126053409043223,-5.27045274367392e-05,12.8621851548639
1.9,-0.718240582137337,-21.4900511711252,20.7718105889879,-0.00821734072781582,5916.48532402738,-48.6177758186548,-0.000166983671882119,-7.17446109753505e-05,17.0322431175558
2,-0.718029611055314,-21.4889951624383,20.770965551383,-0.00868743868674013,6254.95585445288,-54.3395454738256,-0.000217501439208544,-9.58197658070659e-05,22.1772311037333
2.1,-0.717817511517278,-21.487889725956,20.7700722144387,-0.00918360863509052,6612.19821726515,-60.7238406450064,-0.000278976506131696,-0.000125770246013965,28.4360671624125
2.2,-0.717607512296389,-21.4867354117254,20.769127899429,-0.00970723715627932,6989.21075252109,-67.8459263099397,-0.000352811577472484,-0.000162478178606652,35.9509469244332
2.3,-0.717402995379842,-21.4855328012377,20.7681298058578,-0.0102593738606867,7386.7491796944,-75.7834214496056,-0.000440414522366333,-0.000206854034745865,44.8645208552288
2.4,-0.71720744097528,-21.4842824882772,20.767075047302,-0.0108406664443489,7805.27983993115,-84.6144352494943,-0.000543167054168206,-0.000259821279082515,55.3167075247815
2.5,-0.717024367877794,-21.482985065296,20.7659606974182,-0.011451240214038,8244.89295410737,-94.4142497565131,-0.000662390350051592,-0.000322299429908041,67.4411951387235
2.6,-0.71685727120127,-21.4816411188347,20.7647838476334,-0.0120905974094949,8705.23013483633,-105.251432917309,-0.000799308285926252,-0.000395185786818863,81.3617001558122
2.7,-0.716709559576294,-21.4802512317934,20.7635416722171,-0.0127575741930063,9185.45341896453,-117.184103488844,-0.000955009119987496,-0.000479336109187868,97.1880680386558
2.8,-0.71658449355867,-21.4788159881943,20.7622314946356,-0.0134503554912753,9684.25595371817,-130.256685246008,-0.00113040660439423,-0.000575544560728643,115.012316214884
2.9,-0.716485126550594,-21.4773359768672,20.7608508503166,-0.0141665270003029,10199.8994402181,-144.497150820223,-0.00132620163100577,-0.000684523274097765,134.904732305898
3,-0.716414249240611,-21.4758117925434,20.7593975433028,-0.0149031413337494,10730.2617602995,-159.914607561871,-0.00154284561505785,-0.000806881934206741,156.910150707001
3.1,-0.716374338461328,-21.4742440346692,20.7578696962078,-0.015656784059448,11272.8845228025,-176.497118700612,-0.0017805068809623,-0.000943107827156295,181.044536736006
3.2,-0.716367511365355,-21.4726333051236,20.7562657937583,-0.0164236361132157,11825.0180015153,-194.209792689113,-0.0020390413279374,-0.00109354684907933,207.292008877213
3.3,-0.716395485822197,-21.4709802059876,20.7545847201654,-0.0171995359065294,12383.6658527012,-212.993305487996,-0.00231796861165179,-0.00125838600980413,235.602425297755
3.4,-0.716459547866439,-21.4692853379777,20.7528257901112,-0.0179800459005679,12945.6330484089,-232.763076422301,-0.00261645497513469,-0.00143763799326714,265.889650165501
3.5,-0.716560526863436,-21.4675492996077,20.7509887727442,-0.0187605261562317,13507.5788324868,-253.409285994229,-0.0029333036944531,-0.00163112834285578,298.030598016391
