t,z1,z2,rel,vrel,Fpto,Ppto,x1,x2,Tmoor
0,-0.719999999999999,-21.5,20.78,0,-7.37497126803516e-13,-0,2.56425989891439e-23,-6.87387089031566e-21,0
0.1,-0.719999905020451,-21.4999817289031,20.7799818238826,-0.000386674210844924,232.004526506951,-0.0897101671995255,-8.71824740401325e-10,-6.29007311996186e-11,4.49926819170465e-05
0.2,-0.719999007571591,-21.4999180986863,20.7799190911147,-0.000892031252251507,535.218751350905,-0.477431852996036,-1.68279394090774e-08,-1.49211786458616e-09,0.000867968373999393
0.3,-0.719995890278479,-21.4997969071994,20.7798010169209,-0.0014816709869935,889.002592196094,-1.31720934821896,-9.68547032037686e-08,-9.91077235310864e-09,0.0049934029421671
0.4,-0.719988739386007,-21.4996111052692,20.7796223658832,-0.002090166891005,1254.100134603,-2.6212785793521,-3.3954174638552e-07,-4.00395561706244e-08,0.0174962369828283
0.5,-0.719975714496808,-21.499359837878,20.7793841233812,-0.00266547115947385,1599.2826956843,-4.2628419011921,-8.97665299977308e-07,-1.21787069399329e-07,0.0462286132728027
0.6,-0.719955270975582,-21.4990462182057,20.7790909472301,-0.00318760931520808,1912.56558912484,-6.09651188784078,-1.9730232297562e-06,-3.06613356600647e-07,0.101541879773402
0.7,-0.71992632773771,-21.498674309271,20.7787479815333,-0.0036645355235112,2198.72131410672,-8.0572923618453,-3.80448683452477e-06,-6.72844685512865e-07,0.195659470019572
0.8,-0.719888273311128,-21.4982470344895,20.7783587611784,-0.0041171598261166,2470.29589566995,-10.1706030202731,-6.65279676707107e-06,-1.32871975715385e-06,0.341885211323514
0.9,-0.719840872312268,-21.4977655451725,20.7779246728602,-0.00456515461447101,2739.0927686826,-12.5043819924155,-1.07844631886331e-05,-2.41227388904331e-06,0.553770693467283
1,-0.719784151562152,-21.4972296770272,20.777445525465,-0.00501962166328749,3011.77299797249,-15.117960985527,-1.64555717753585e-05,-4.08759088259895e-06,0.844283975279531
1.1,-0.719718320166606,-21.4966388006478,20.7769204804812,-0.00548286115198664,3289.71669119198,-18.0370598471785,-2.3895256281443e-05,-6.53737102179278e-06,1.22496731753808
1.2,-0.719643737878592,-21.495992505128,20.7763487672494,-0.00595214181002439,3571.28508601462,-21.2567952759842,-3.32883405867143e-05,-9.95212231405966e-06,1.70505767151402
1.3,-0.71956091544606,-21.4952908814115,20.7757299659654,-0.00642393914135776,3854.36348481465,-24.760196455121,-4.47569661342248e-05,-1.45165623728622e-05,2.29055937461753
1.4,-0.719470520217556,-21.4945344578707,20.7750639376532,-0.00689648209621206,4137.88925772723,-28.536879182024,-5.83415186244352e-05,-2.03940204193631e-05,2.98328393425341
1.5,-0.719373366941166,-21.4937239742869,20.7743506073457,-0.00737019140828649,4422.11484497189,-32.5918328368679,-7.39815399222596e-05,-2.77097558742357e-05,3.77989081461362
1.6,-0.719270387390473,-21.4928601698127,20.7735897824222,-0.0078467439769579,4708.04638617473,-36.942834623955,-9.14974287774849e-05,-3.65341617866709e-05,4.67096912624465
1.7,-0.719162583844724,-21.4919436752486,20.7727810914038,-0.00832779775999824,4996.67865599893,-41.6113293188589,-0.000110573631719714,-4.68667963771826e-05,5.64019485678373
1.8,-0.719050976157892,-21.4909750121405,20.7719240359826,-0.00881410625843715,5288.46375506228,-46.6130814810124,-0.000130743818919489,-5.86220866174197e-05,6.6635877584992
1.9,-0.718936550809286,-21.4899546516992,20.7710181008899,-0.00930525207061333,5583.15124236799,-51.9526296585921,-0.000151378343419119,-7.16173845120871e-05,7.70888213320244
2,-0.71882021616829,-21.4888830805097,20.7700628643414,-0.00979984982481701,5879.90989489019,-57.6222339533794,-0.000171674162774161,-8.55638489956173e-05,8.73501994788456
2.1,-0.718702764401161,-21.4877608406564,20.7690580762552,-0.0102959282016468,6177.55692098807,-63.6036825200795,-0.00019064737215966,-0.000100060399873375,9.69177356396975
2.2,-0.71858483861876,-21.4865885378922,20.7680036992735,-0.0107912551075842,6474.75306455051,-69.8707120781773,-0.000207128533497238,-0.000114590772618624,10.5195075843267
2.3,-0.718466903983696,-21.485366828676,20.7668999246923,-0.0112835067682325,6770.10406093947,-76.3905149932487,-0.000219761050450234,-0.000128523518799758,11.1490930281901
2.4,-0.71834922262056,-21.4840964014722,20.7657471788516,-0.0117703013094634,7062.18078567802,-83.1239957493332,-0.000227002904284539,-0.000141114664688273,11.501990658718
2.5,-0.718231833293792,-21.4827779632585,20.7645461299647,-0.012249173439425,7349.50406365495,-90.025349969468,-0.000227132113085454,-0.000151512669969557,11.4905228892814
2.6,-0.71811453736229,-21.4814122347876,20.7632976974253,-0.0127175623284392,7630.53739706349,-97.041834946641,-0.000218256299824033,-0.000158765320416527,11.0183549255256
2.7,-0.717996892428694,-21.4799999524714,20.7620030600427,-0.0131728489247862,7903.70935487172,-104.114369277145,-0.00019832675209448,-0.000161828235925519,9.98120560702265
2.8,-0.717878214624815,-21.4785418726012,20.7606636579764,-0.0136124420018978,8167.46520113864,-111.179146353018,-0.000165157328246154,-0.000159574765251175,8.26780682599536
2.9,-0.717757589920517,-21.4770387743728,20.7592811844523,-0.0140338913312547,8420.33479875277,-118.170063538478,-0.000116448511147993,-0.000150807153843628,5.76112744959379
3,-0.717633894408092,-21.4754914602126,20.7578575658045,-0.0144350036769488,8661.00220616925,-125.021598692115,-4.98168322969615e-05,-0.000134268992428913,2.33987340562975
