t,z1,z2,rel,vrel,Fpto,Ppto,x1,x2,Tmoor
0.0,-0.719999999999999,-21.5,20.78,0.0,-7.37497126803516e-13,-0.0,2.5642598989143902e-23,-6.87387089031566e-21,-2.56425989891439e-18
0.1,-0.719999809899079,-21.4999817444428,20.7799819345437,-0.0003831372058406,459.764647008835,-0.1761529421993,-1.96472270846476e-10,-2.4757686401623596e-11,1.9647227084647598e-05
0.2,-0.719998016313134,-21.499918265472,20.7799202491588,-0.0008718649800781,1046.23797609383,-0.912178252184095,-3.763826282358611e-09,-5.7857886399804e-10,0.00037638262823586104
0.3,-0.719991801215389,-21.4997976160453,20.77980581483,-0.001425383517074,1710.46022048879,-2.43806180489548,-2.18914819581945e-08,-3.76545253136544e-09,0.0021891481958194498
0.4,-0.719977589511625,-21.4996130938902,20.7796355043786,-0.00197591495056,2371.09794067201,-4.68508787021589,-7.80143543373694e-08,-1.49341333863549e-08,0.007801435433736939
0.5,-0.719951797514359,-21.4993642175451,20.7794124200308,-0.0024734646075234,2968.15752902807,-7.34163259760506,-2.10581819008044e-07,-4.47664999773957e-08,0.021058181900804402
0.6,-0.7199114629673,-21.4990544349795,20.7791429720122,-0.0029029160855976,3483.49930271714,-10.1123061600257,-4.74399938434212e-07,-1.1156734344334e-07,0.0474399938434212
0.7,-0.719854544008925,-21.4986880674679,20.778833523459,-0.0032776418967196,3933.17027606361,-12.8915236837586,-9.40942337159193e-07,-2.43444055606638e-07,0.0940942337159193
0.8,-0.719779887079017,-21.4982682190248,20.7784883319458,-0.0036228312481722,4347.39749780666,-15.7498875032797,-1.69806347824312e-06,-4.8007992454582e-07,0.169806347824312
0.9,-0.719687005173512,-21.497796169971,20.7781091647975,-0.0039606971086903,4752.83653042845,-18.824545904146,-2.84929511508733e-06,-8.73859810423211e-07,0.284929511508733
1.0,-0.719575835789094,-21.4972718680909,20.7776960323018,-0.0043035066277152,5164.20795325829,-22.2242031537469,-4.51261994545687e-06,-1.49017878617643e-06,0.451261994545687
1.1,-0.719446588256549,-21.49669480576,20.7772482175034,-0.0046541474022718,5584.97688272614,-25.9933056504879,-6.81845780634639e-06,-2.40683619741715e-06,0.6818457806346391
1.2,-0.719299702709851,-21.4960647144633,20.7767650117535,-0.0050105976729114,6012.71720749369,-30.1273068477424,-9.9066051806232e-06,-3.71248184433864e-06,0.9906605180623199
1.3,-0.719135879596212,-21.4953818450954,20.7762459654992,-0.005370485806919,6444.58296830286,-34.6105413627828,-1.39219872681933e-05,-5.50413649796944e-06,1.39219872681933
1.4,-0.71895612020861,-21.4946468937543,20.7756907735457,-0.0057335849931041,6880.30199172499,-39.4487962477792,-1.90092350375859e-05,-7.88385713010985e-06,1.90092350375859
1.5,-0.718761736199134,-21.493860766675,20.7750990304759,-0.0061020040997776,7322.40491973315,-44.6813448404437,-2.53062272172275e-05,-1.09546589254563e-05,2.53062272172275
1.6,-0.718554316581791,-21.4930243641158,20.774470047534,-0.0064790063901046,7774.80766812555,-50.3730285636201,-3.29368143335478e-05,-1.48158406109891e-05,3.2936814333547804
1.7,-0.718335664445735,-21.4921384737683,20.7738028093226,-0.0068676063414457,8241.12760973482,-56.596820233278,-4.20029737529577e-05,-1.9557885049422e-05,4.2002973752957695
1.8,-0.718107724048409,-21.4912037738356,20.7730960497872,-0.007269686551615,8723.62386193805,-63.4180110704793,-5.25766502294372e-05,-2.52571216572595e-05,5.25766502294372
1.9,-0.717872514557584,-21.4902208958662,20.7723483813086,-0.0076858104294528,9222.97251534336,-70.8860183489827,-6.46915338749766e-05,-3.19703403551554e-05,6.46915338749766
2.0,-0.71763207700354,-21.4891904924234,20.7715584154199,-0.0081155131824072,9738.61581888866,-79.0338650565905,-7.83350265143925e-05,-3.97295392257551e-05,7.83350265143925
2.1,-0.717388432831939,-21.4881132768212,20.7707248439893,-0.008557736175271,10269.2834103252,-87.8818181346504,-9.34406490143023e-05,-4.85369718771561e-05,9.34406490143023
2.2,-0.717143548967034,-21.4869900292928,20.7698464803257,-0.0090111578489931,10813.3894187917,-97.4411589353636,-0.0001098811422656,-5.83606384313203e-05,10.98811422656
2.3,-0.716899305050696,-21.4858215815246,20.7689222764739,-0.0094743351998878,11369.2022398654,-107.715632975801,-0.0001274625081689,-6.91303389384864e-05,12.74625081689
2.4,-0.716657461247308,-21.484608795806,20.7679513345587,-0.0099456970388883,11934.836446666,-118.700267507223,-0.0001459192213051,-8.07343823928621e-05,14.59192213051
2.5,-0.716419627493686,-21.4833525500767,20.766932922583,-0.010423480867966,12508.1770415592,-130.378744085824,-0.0001649108166323,-9.30170203401004e-05,16.49108166323
2.6,-0.716187236206313,-21.4820537323169,20.7658664961106,-0.0109056906125022,13086.8287350026,-142.720905282741,-0.0001840200249622,-0.0001057766525992,18.40200249622
2.7,-0.71596152025008,-21.4807132418508,20.7647517216007,-0.0113901086610251,13668.1303932301,-155.68149037195,-0.000202752588059,-0.0001187648344868,20.275258805900002
2.8,-0.715743497060522,-21.4793319930159,20.7635884959553,-0.0118743557941387,14249.2269529664,-169.200390630955,-0.0002205388404829,-0.0001316861001422,22.053884048289998
2.9,-0.715533958880339,-21.477910917572,20.7623769586917,-0.0123559730478186,14827.1676573823,-183.204083950104,-0.0002367370965603,-0.0001441986046151,23.67370965603
3.0,-0.715333468509819,-21.4764509643948,20.761117495885,-0.0128325001320205,15399.0001584246,-197.607671565968,-0.0002506388283969,-0.0001559155773782,25.06388283969
