t,z1,z2,rel,vrel,Fpto,Ppto,x1,x2,Tmoor
0,-0.719999999999999,-21.5,20.78,0,-7.37497126803516e-13,-0,2.56425989891439e-23,-6.87387089031566e-21,0
0.1,-0.719999900999326,-21.4999817292093,20.77998182821,-0.000386500793828196,231.900476296918,-0.0896297181778954,-4.36580574178241e-11,-1.17632978931534e-11,2.23815991259116e-06
0.2,-0.719998932282159,-21.4999181045694,20.7799191722872,-0.000890330866722826,534.198520033694,-0.475613431343649,-1.63505515620378e-09,-3.82382922497408e-10,8.39231831410743e-05
0.3,-0.719995469189751,-21.4997969406983,20.7798014715086,-0.00147521764647062,885.130587882372,-1.30576026267499,-1.36693643217348e-08,-2.9846290624718e-09,0.000701984106677894
0.4,-0.719987306951413,-21.4996112212156,20.7796239142642,-0.00207371549090959,1244.22929454575,-2.58017756234303,-6.36338087464932e-08,-1.37494434376495e-08,0.00326815856583572
0.5,-0.719972039602034,-21.4993601401995,20.7793881005974,-0.00263205200499577,1579.23120299746,-4.15661865420135,-2.12493371056197e-07,-4.69898664730788e-08,0.0109116447482061
0.6,-0.719947423196142,-21.4990468733068,20.7790994501106,-0.00312906140566869,1877.43684340121,-5.87461516826718,-5.71500677613288e-07,-1.31818820115062e-07,0.0293377399199898
0.7,-0.719911596594834,-21.49867555487,20.7787639582751,-0.00357209375744147,2143.25625446487,-7.65591228717137,-1.31940248373776e-06,-3.20690413199659e-07,0.067703401349149
0.8,-0.719863140461676,-21.4982491838103,20.7783860433486,-0.00398201175425054,2389.20705255032,-9.51385056659366,-2.71912763619525e-06,-6.99812106931291e-07,0.139462829003879
0.9,-0.719801033654186,-21.4977689872083,20.7779679535541,-0.00437896626140679,2627.37975684407,-11.5052073111234,-5.13357144831407e-06,-1.40093306103328e-06,0.263164010595784
1,-0.719724588374071,-21.4972348736668,20.7775102852927,-0.00477506256134007,2865.03753680403,-13.6807334788269,-9.04031172427157e-06,-2.61384382156546e-06,0.463188861783756
1.1,-0.71963342085116,-21.4966462811129,20.7770128602618,-0.00517414800011784,3104.4888000707,-16.0630845162741,-1.50450210326391e-05,-4.59883212742739e-06,0.770426090287681
1.2,-0.719527472243367,-21.496002857783,20.7764753855396,-0.00557559593586718,3345.3575615203,-18.6523620240351,-2.38931268885649e-05,-7.69832140566644e-06,1.22285492040356
1.3,-0.719407061763544,-21.4953047427934,20.7758976810299,-0.0059785354200486,3587.12125202915,-21.4457314612654,-3.64790721997294e-05,-1.23469585316538e-05,1.86600743537739
1.4,-0.719272942705832,-21.4945524987989,20.7752795560931,-0.00638436205569185,3830.61723341511,-24.4560473148947,-5.38524337170031e-05,-1.90795013544911e-05,2.75327226556586
1.5,-0.719126338856466,-21.4937468830552,20.7746205441987,-0.00679711711274503,4078.27026764701,-27.7204806266227,-7.7220180198486e-05,-2.85359718245471e-05,3.94600340127406
1.6,-0.718968953075251,-21.4928886326419,20.7739196795667,-0.00722247570767857,4333.48542460714,-31.2984932088042,-0.000107944458101337,-4.14636761593156e-05,5.51340316423884
1.7,-0.718802951774947,-21.4919783542982,20.7731754025233,-0.00766638348125103,4599.83008875061,-35.2640614089591,-0.000147535431254883,-5.871583848594e-05,7.53215528115495
1.8,-0.718630934039044,-21.4910165214347,20.7723855873956,-0.00813407345195576,4880.44407117344,-39.6978905530868,-0.00019763883625454,-8.1246737851782e-05,10.0857907349308
1.9,-0.718455892896706,-21.4900035313196,20.7715476384229,-0.00862969370349104,5177.81622209461,-44.6829680496436,-0.00026001803453501,-0.000110103370013951,13.2637749926777
2,-0.718281172192128,-21.4889397693884,20.7706585971963,-0.00915639726236456,5493.83835741873,-50.3037664957422,-0.000336530451236583,-0.000146413766506646,17.1603106521712
2.1,-0.718110418813069,-21.4878256482819,20.7697152294689,-0.00971660552811885,5829.9633168713,-56.6474537934417,-0.000429098404358795,-0.000191372188849662,21.8728552557808
2.2,-0.717947528429015,-21.4866616152358,20.7687140868068,-0.0103122116740071,6187.32700440427,-63.8050257657173,-0.000539674458426502,-0.000246221474100105,27.5003606681198
2.3,-0.717796583280304,-21.4854481386491,20.7676515553688,-0.0109446276003451,6566.77656020703,-71.870923986141,-0.000670201591897566,-0.000312232841962279,34.1412483512478
2.4,-0.717661781978759,-21.4841856892328,20.766523907254,-0.0116146979909589,6968.8187945753,-80.9407256527102,-0.000822568646900393,-0.000390683489362046,41.891144095125
2.5,-0.717547362694642,-21.4828747266813,20.7653273639867,-0.0123225610542115,7393.53663252689,-91.107306560862,-0.000998561728711264,-0.000482832303892423,50.8404060102564
2.6,-0.717457521933476,-21.4815156954078,20.7640581734743,-0.0130675309258045,7840.5185554827,-102.456218698115,-0.00119981243307321,-0.000589894031719899,61.0714904629182
2.7,-0.71739633128918,-21.4801090271929,20.7627126959037,-0.0138480407327838,8308.82443967029,-115.060939282104,-0.00142774399312672,-0.000713012246659241,72.6562116614588
2.8,-0.717367654347633,-21.4786551464416,20.7612874920939,-0.0146616482159185,8796.98892955108,-128.978357044407,-0.00168351664445807,-0.000853231491625275,85.6529612629127
2.9,-0.717375065608039,-21.477154474493,20.759779408885,-0.0155050846751649,9303.05080509892,-144.24459047042,-0.00196797369528541,-0.00101146900527476,100.103964072085
3,-0.717421773076587,-21.4756074314578,20.7581856583813,-0.0163743249803055,9824.59498818326,-160.871111136393,-0.0022815899460989,-0.00118848650575708,116.032653976916
3.1,-0.717510546101881,-21.4740144358626,20.7565038897607,-0.017264664444204,10358.7986665224,-178.841183022576,-0.00262442421463633,-0.00138486257692741,133.441259959302
3.2,-0.717643650000895,-21.472375903258,20.7547322532571,-0.0181707986106898,10902.4791664139,-198.106753290148,-0.00299607777277104,-0.00160096628352925,152.308694568088
