t,z1,z2,rel,vrel,Fpto,Ppto,Tmoor
0,-0.719999999999999,-21.29,20.57,0,1.15707158431597e-26,0,0
0.1,-0.720000000265841,-21.289999999996,20.5699999997302,-1.1108458193126e-08,0.0133301498317513,-1.48077412114114e-10,0
0.2,-0.720000005293453,-21.2899999999074,20.5699999946139,-1.15135893798187e-07,0.138163072557824,-1.59075288488489e-08,0
0.3,-0.72000003086821,-21.2899999994189,20.5699999685507,-4.58041996593575e-07,0.549650395912295,-2.51762964772116e-07,0
0.4,-0.720000108749325,-21.2899999978478,20.5699998890985,-1.21325527532628e-06,1.45590633039153,-1.76638603572846e-06,0
0.5,-0.720000287365128,-21.2899999941128,20.5699997067476,-2.54143851399295e-06,3.04972621679154,-7.75069166448804e-06,0
0.6,-0.720000628919092,-21.2899999868221,20.569999357903,-4.5589986143067e-06,5.47079833716804,-2.49413620383005e-05,0
0.7,-0.720001204099226,-21.2899999744425,20.5699987703433,-7.31997943102131e-06,8.78397531722555,-6.429851864469e-05,0
0.8,-0.720002085558594,-21.2899999554911,20.5699978699325,-1.08080490461086e-05,12.9696588553303,-0.000140176709019707,0
0.9,-0.72000334087458,-21.2899999286977,20.5699965878231,-1.49337541132353e-05,17.9205049358823,-0.000267620414297486,0
1,-0.720005025319644,-21.2899998931047,20.569994867785,-1.95344081725907e-05,23.4412898071087,-0.000457911723184051,0
1.1,-0.720007174671579,-21.2899998480961,20.5699926734246,-2.43766000210031e-05,29.2519200252037,-0.00071306235430076,0
1.2,-0.720009798381632,-21.2899997933545,20.5699899949728,-2.91625606688264e-05,34.9950728025916,-0.00102054593371557,0
1.3,-0.720012873548772,-21.2899997287504,20.5699868552017,-3.35414185812598e-05,40.2497022975117,-0.00135003211253193,0
1.4,-0.720016340208485,-21.2899996541703,20.5699833139618,-3.71254586073368e-05,44.5505503288041,-0.00165395961216609,0
1.5,-0.720020098409663,-21.2899995692839,20.5699794708742,-3.95106253676578e-05,47.4127504411892,-0.00187330742033208,0
1.6,-0.720024007451006,-21.28999947326,20.569975465809,-4.03000158925464e-05,48.3600190710556,-0.00194890953712739,0
1.7,-0.720027887517372,-21.2899993644416,20.5699714769242,-3.91289599386696e-05,46.9547519264034,-0.00183729060705841,0
1.8,-0.720031523822414,-21.2899992399972,20.5699677161748,-3.56903113696746e-05,42.8283736436095,-0.00152855799079719,0
1.9,-0.720034673233204,-21.2899990955705,20.5699644223373,-2.97586253439623e-05,35.7103504127547,-0.00106269093883478,0
2,-0.720037073224521,-21.2899989249516,20.5699618517271,-2.12119278642962e-05,25.4543134371555,-0.000539935060464128,0
2.1,-0.720038452882868,-21.2899987197945,20.5699602669116,-1.0049824375225e-05,12.0597892502699,-0.000121198763967438,0
2.2,-0.720038545557877,-21.2899984694026,20.5699599238448,3.59320948802879e-06,-4.31185138563458,-1.54933853098323e-05,0
