t,z1,z2,rel,vrel,Fpto,Ppto,x1,x2,Tmoor
0,-0.719999999999999,-21.5,20.78,0,-7.37497126803516e-13,-0,2.56425989891439e-23,-6.87387089031566e-21,0
0.1,-0.719999921475473,-21.4999817259582,20.7799818044828,-0.000387272515254897,185.890807322347,-0.0719904005144889,-9.27063562765823e-12,-5.67771581500455e-12,9.39512888612051e-07
0.2,-0.719999157655984,-21.4999180683974,20.7799189107414,-0.000894990991615259,429.595675975324,-0.384484260034782,-6.02556521872874e-10,-2.02777590027239e-10,6.16409956525246e-05
0.3,-0.719996437882877,-21.4997967826643,20.7798003447814,-0.0014888416569122,714.643995317853,-1.06399175009139,-5.92579141129698e-09,-1.60387464250113e-09,0.000607558317614219
0.4,-0.7199900464344,-21.4996107665159,20.7796207200815,-0.00210255116196785,1009.22455774456,-2.12194626657231,-2.99602917020573e-08,-7.43355141696238e-09,0.00307412393990387
0.5,-0.719978117681119,-21.4993591142993,20.7793809966181,-0.00268247151415952,1287.58632679656,-3.45391364365308,-1.0520318086439e-07,-2.551711740819e-08,0.0107966655466477
0.6,-0.719958916252377,-21.4990449028228,20.7790859865704,-0.00320672245946394,1539.22678054269,-4.9358730873746,-2.92719543574547e-07,-7.18647451684525e-08,0.0300381926761518
0.7,-0.719931004756397,-21.4986721789019,20.7787411741455,-0.00368152587514067,1767.13242006752,-6.50574372927851,-6.92590553263159e-07,-1.75492134390801e-07,0.0710539754098827
0.8,-0.719893284637788,-21.4982438686385,20.7783505840007,-0.00412657452301951,1980.75577104936,-8.17373630113615,-1.45412287751979e-06,-3.84354375239117e-07,0.14912768283016
0.9,-0.719844956408089,-21.4977611383976,20.7779161819895,-0.00456097855469346,2189.26970625286,-9.98521218065932,-2.78552142824379e-06,-7.72123261643127e-07,0.285549197883126
1,-0.71978546276161,-21.4972238430069,20.7774383802453,-0.00499590458987351,2398.03420313928,-11.9803500821372,-4.96289325758573e-06,-1.44543100124303e-06,0.50852174430245
1.1,-0.719714459211833,-21.4966313692302,20.7769169100184,-0.00543423496089543,2608.4327812298,-14.1748366129047,-8.33843178721706e-06,-2.55114184615665e-06,0.85398423964677
1.2,-0.719631824251941,-21.4959833151072,20.7763514908553,-0.00587423062713392,2819.63070102428,-16.5631610211639,-1.33475065403897e-05,-4.28319426831361e-06,1.36632201085289
