t,z1,z2,rel,vrel,Fpto,Ppto,x1,x2,Tmoor
0,-0.719999999999999,-21.5,20.78,0,-7.37497126803516e-13,-0,2.56425989891439e-23,-6.87387089031566e-21,0
0.1,-0.719999826651112,-21.4999817415087,20.7799819148576,-0.000383745805923716,414.445470397608,-0.159041711049164,-9.27063563886302e-12,-5.6777158143153e-12,9.3951288779916e-07
0.2,-0.719998171566669,-21.4999182355226,20.779920063956,-0.000874922730076529,944.91654848265,-0.826728966292931,-6.01940426186818e-10,-2.02792955000395e-10,6.15771956079375e-05
0.3,-0.719992377038384,-21.4997974938869,20.7798051168485,-0.00143291228918622,1547.54527232112,-2.21749663878097,-5.92067767086702e-09,-1.60398274966977e-09,0.000607028742788331
0.4,-0.719978992083405,-21.4996127645782,20.7796337724948,-0.0019892044347405,2148.34078951973,-4.27348902584656,-2.99396014749394e-08,-7.43388018236467e-09,0.00307198058674866
0.5,-0.719954449221497,-21.4993635209874,20.7794090717659,-0.00249235692823874,2691.74548249783,-6.70879050235878,-1.05145448929777e-07,-2.55176585741597e-08,0.0107906791332125
0.6,-0.71991565660764,-21.4990531816354,20.7791375250277,-0.0029255643031772,3159.60944743137,-9.24364061138664,-2.92592229415595e-07,-7.1864940007218e-08,0.0300249622314853
0.7,-0.719860302266611,-21.4986860583871,20.7788257561205,-0.00330075265597784,3564.81286845606,-11.7665655436204,-6.92352295350142e-07,-1.75490283440857e-07,0.0710291113212307
0.8,-0.719786860622371,-21.4982652627956,20.7784784021733,-0.00364221666653691,3933.59399985986,-14.3270016256792,-1.45372778746862e-06,-3.8434699513354e-07,0.149086146602951
0.9,-0.719694423901675,-21.4977920917919,20.7780976678902,-0.00397190348014074,4289.65575855199,-17.0380986359984,-2.78492394128347e-06,-7.72104507834477e-07,0.285485618755297
1,-0.719582510419539,-21.4972665101282,20.7776839997086,-0.00430234291257893,4646.53034558523,-19.9909669004115,-4.96205241704e-06,-1.44539219985269e-06,0.508430569331936
1.1,-0.719450950097404,-21.4966880210965,20.7772370709991,-0.00463704507327347,5008.00867913534,-23.2223619724953,-8.33731475135877e-06,-2.55107107121182e-06,0.85385966838833
1.2,-0.71929986892405,-21.4960563581429,20.7767564892188,-0.00497482947964443,5372.81583801597,-26.7288426196623,-1.33460919594826e-05,-4.28307580956065e-06,1.36615775658099
